created_at,text,sentiment,processed_text
2025-10-05 21:17:31+00:00,ini lagi pada kenapa club2 gede main kaya keracunan mbg semua,0,gede main racun mbg semua
2025-12-01 04:44:16+00:00,Gara-Gara Persaingan Pasokan Bahan Pangan Program MBG Stok Terbatas Picu Kenaikan Harga,0,gara gara saing pasok bahan pangan program mbg stok batas picu naik harga
2025-07-19 07:02:31+00:00, program makan bergizi gratis dapat meningkatkan kualitas gizi siswa. lanjutkannn @ListyoSigitP @Spripim_Polri @DivHumas_Polri,1,program makan gizi gratis tingkat kualitas gizi siswa lanjutkann
2025-12-01 04:44:16+00:00,MBG adalah Salah satu program unggulan pemerintah yang harus terus dilanjutan pelaksanaannya,1,mbg salah satu program unggul perintah terus lanjut laksana
2025-10-27 06:12:47+00:00,senang rasanya bila melihat anak anak sekolah bisa menikmati makan bergizi gratis apalagi bagi siswa dari keluarga kurang mampu #BangunNegriBersamPemuda,1,senang rasa bila lihat anak anak sekolah nikmat makan gizi gratis siswa keluarga kurang mampu
2025-10-30 23:10:08+00:00,Tapi emang India punya program makan siang gratis buat siswa juga kok. Malah udah ada sejak tahun 1995. Coba kalian search Mid Day Meal Scheme. Itu program makan siang gratis di India. Disclaimer: aku masih sangat kontra sama mbg ya cuman menjelaskan ini aja,0,india punya program makan siang gratis buat siswa malah sejak tahun coba kalian search mid day meal scheme program makan siang gratis india disclaimer sangat kontra sama mbg cuman jelas
2025-07-19 07:02:31+00:00,lanjutkan makan bergizi gratis demi meningkatkan kualitas sdm!!!!!,1,lanjut makan gizi gratis tingkat kualitas sdm
2025-10-02 21:46:46+00:00,Prabowo kok tega ngracuni anak anak bangsa sendiri demi ambisi dan mupuk nama Jokowi. Sudah jelas2 MBG bermasalah dan rawan sabotase masih juga percaya pd program buang duit ciptakan tai.,0,prabowo tega ngracuni anak anak bangsa sendiri ambisi mupuk nama jokowi mbg masalah rawan sabotase percaya program buang duit cipta tai
2025-10-02 23:42:27+00:00,Ga paham bgt dah sama om gue. Masiiiihh terus2an muji Jkw skrg nambah2 muji2 prabs. MBG dipuji2 terus. Ntar cucunya jd korban baru tau rasa.,0,tidak paham sama masiihh muji jkw sekarang prabs mbg terus cucu jadi korban baru tau rasa
2025-10-27 03:53:58+00:00,Program ini juga menjadi wujud kepedulian bersama untuk memastikan tidak ada anak yang tertinggal karena kekurangan gizi. Dengan pelaksanaan yang konsisten dan gotong royong dari semua pihak Makan Bergizi Gratis akan menjadi fondasi kuat dalam melahirkan generasi emas Indonesia.,1,program jadi wujud peduli sama pasti tidak anak tinggal kurang gizi laksana konsisten gotong royong semua pihak makan gizi gratis jadi fondasi kuat lahir generasi emas indonesia
2025-10-02 22:38:32+00:00,@zakiberkata Kalo ga salah kapan hari di Tiktok ada video sejenis gini juga dan malah ada yang ngetawain kenapa malah sembunyi dibawah meja deh? Siapa yang ngajarin kaya gitu? Wkwk Berkah gizi MBG,0,tidak salah kapan hari tiktok video jenis gin malah ngetawain malah sembunyi bawah meja siapa ngajarin berkah gizi mbg
2025-10-27 04:53:41+00:00,Makan bergizi gratis tubuh sehat pikiran kuat bangsa maju. #BangunNegriBersamPemuda,1,makan gizi gratis tubuh sehat pikir kuat bangsa maju
2025-10-04 10:02:35+00:00,Program MBG (Makan Bergizi Gratis) bukan cuma soal makan tapi juga menggerakkan ekonomi lokal Dapur-dapur SPPG melibatkan pelaku usaha pangan dan penyedia layanan sehat di daerah. Manfaatnya? Gizi masyarakat naik ekonomi rakyat jalan,1,program mbg makan gizi gratis bukan soal makan gerak ekonomi lokal dapur dapur sppg libat laku usaha pangan sedia layan sehat daerah manfaat gizi masyarakat naik ekonomi rakyat jalan
2025-12-01 04:44:16+00:00,"dapet MBG begini, mending gausah",0,dapet mbg begini mending gausah
2025-12-01 04:44:16+00:00,mbg sialan bedebah,0,mbg sial bedebah
2025-10-02 19:45:20+00:00,bangga bgt ada program MBG yang peduli masa depan bangsa,1,bangga program mbg peduli masa depan bangsa
2025-10-04 12:22:21+00:00,Makan Bergizi Anak Berprestasi! Program Makan Bergizi Gratis dari SPPG Polresta Sidoarjo hadir dengan komitmen penuh. Higienis layak dan bergizi tinggi untuk tumbuh kembang anak-anak Sidoarjo. Dari TK hingga SMA setiap suapan bukan sekadar makanan tapi bentuk nyata,1,makan gizi anak prestasi program makan gizi gratis sppg polresta sidoarjo hadir komitmen penuh higienis layak gizi tinggi tumbuh kembang anak anak sidoarjo hingga sma suap bukan sekadar makan bentuk nyata
2025-10-27 06:23:03+00:00,suksesnya program makan bergizi gratis akan menjadikan generasi muda jadi sehat dan cerdas #BangunNegriBersamPemuda,1,sukses program makan gizi gratis jadi generasi muda jadi sehat cerdas
2025-10-09 23:56:05+00:00,Anak sehat = bangsa kuat. Itulah tujuan MBG: memastikan setiap anak Indonesia mendapat gizi kebersihan dan harapan.,1,anak sehat bangsa kuat tuju mbg pasti anak indonesia dapat gizi bersih harap
2025-10-05 23:22:14+00:00,Sebersih ini padahal tidak kalah dengan standar bintang 5 Dapur MBG. Yang harus dibenarin di wilayah Jabar saja sisanya sudah banyak yang perfect SOP-nya,1,bersih padahal tidak kalah standar bintang dapur mbg dibenarin wilayah jabar sisa banyak sempurna sop
2025-10-02 23:15:54+00:00,support penuh! Mbg dari SPPG Polri espectacular di tengah pandemi ini,1,support penuh mbg sppg polri espectacular tengah pandemi
2025-10-26 03:13:15+00:00,Suasana sekolah hari itu penuh tawa dan semangat. Para siswa-siswi SMU tampak antusias menyambut program Makan Bergizi Gratis (MBG) yang mereka sebut sebagai momen kebersamaan yang paling ditunggu. Di sela jam istirahat mereka menikmati hidangan sehat sambil saling bercanda,1,suasana sekolah hari penuh tawa semangat siswa siswi smu tampak antusias sambut program makan gizi gratis mbg sebut momen sama paling tunggu sela jam istirahat nikmat hidang sehat saling canda
2025-10-02 23:04:59+00:00,Asam lambung yang terpicu karena makan makanan dari MBG. Jadi yg punya aslam sebaiknya ga usah makan dari dapur ini dong ya? Kan kita ga akan pernah tau jadi pemicu apa tidak. It is not safe.,0,asam lambung picu makan makan mbg jadi punya aslam baik tidak usah makan dapur kan tidak pernah tau jadi picu apa tidak not safe
2025-10-05 12:39:34+00:00, program Makan Bergizi Gratis (MBG) adalah langkah besar untuk masa depan bangsa.,1,program makan gizi gratis mbg langkah besar masa depan bangsa
2025-10-05 23:15:45+00:00,Nyawa di Indonesia cuma sekadar angka. Sampai kapan kira-kira kita akan muntah dicekokin dengan kebodohan TAKDIR? -Udah TAKDIR angin tiup gas air mata. -Udah TAKDIR si A jadi Preseden. -Udah TAKDIR keracunan MBG masal. -Udah TAKDIR bangunan C runtuh. TAKDIRRR. TAKBIRRR.,0,nyawa indonesia sekadar angka kapan kira kira muntah dicekokin bodoh takdir takdir angin tiup gas air mata takdir jadi preseden takdir racun mbg masal takdir bangun runtuh takdirr takbirr
2025-10-02 22:40:05+00:00,berhasil dari segi apa? apakah total kalori dari MBG sesuai dengan AKG sesuai dengan kelompok umur mereka? Banyak juga yg keracunan,0,hasil segi apa total kalori mbg sesuai akg sesuai kelompok umur banyak racun
2025-10-09 12:38:04+00:00,Dalam berbagai kasus MBG pemda hanya kebagian getahnya pdhal bkn yg melaksanakan,0,bagai kasus mbg pemda bagi getah pdhal bkn laksana
2025-10-04 04:51:08+00:00,Program Makan Bergizi Gratis (MBG) tidak hanya berguna untuk menanggulangi stunting karena kekurangan gizi. Tetapi juga bermanfaat menjadikan ekonomi sirkuler yg melibatkan sejumlah pelaku usaha hingga menyerap benyak tenaga kerja.,1,program makan gizi gratis mbg tidak guna tanggulang stunting kurang gizi manfaat jadi ekonomi sirkuler libat jumlah laku usaha hingga serap benyak tenaga kerja
2025-10-27 06:08:43+00:00,karena pentingnya program makan bergizi gratis maka mari awasin pelaksanaan nya dengan baik agar hasilnya maksimal #BangunNegriBersamPemuda,1,penting program makan gizi gratis awasin laksana baik hasil maksimal
2025-10-27 08:31:50+00:00,Siapkan Makanan Sehat Pesisir Selatan Launching Makan Bergizi Gratis,1,siap makan sehat pesisir selatan launching makan gizi gratis
2025-10-07 12:20:15+00:00,yorobun Bareng Warga meluncurkan web buat melapor kalo ada Kejadian dan Penyelewengan MBG yg terjadi di sekitar kalian niyy!!,0,yorobun bareng warga luncur web buat lapor jadi seleweng mbg jadi kalian niyy
2025-10-09 22:30:34+00:00,Awalnya hanya baca berita. Kini terjadi di sekolah anak mereka. Awalnya mikir Ah keracunan MBG gak akan terjadi di sekolah anak saya . Kini mereka panik. Makanya guys! Saat suatu kedzaliman mampir di beranda time line kamu jangan berhenti di kamu! Teruskan! Bisa jadi,0,awal baca berita kini jadi sekolah anak awal mikir racun mbg tidak jadi sekolah anak kini panik makanya guys suatu kedzaliman mampir beranda time line kamu jangan henti kamu terus jadi
2025-10-03 10:10:07+00:00,[PROGRAM MBG : JANGAN HANYA OVERCLAIM CAPAIAN!] Ada banyak permasalahan pelaksanaan program Makan Bergizi Gratis (MBG) mulai dari pengelolaan vendor pelibatan militer hingga ribuan siswa menjadi korban keracunan makanan. Jangan sampai masyarakat yang terus menjadi korban.,0,program mbg jangan overclaim capai banyak masalah laksana program makan gizi gratis mbg mulai kelola vendor libat militer hingga ribu siswa jadi korban racun makan jangan masyarakat terus jadi korban
2025-10-27 03:07:04+00:00,Program MBG (Makan Bergizi Gratis) bukan sekadar soal makan siang di sekolah. Ia adalah investasi jangka panjang bangsa: menyiapkan anak-anak Indonesia tumbuh sehat cerdas dan bebas dari stunting. Dari gizi yang baik lahir generasi yang kuat,1,program mbg makan gizi gratis bukan sekadar soal makan siang sekolah investasi jangka panjang bangsa siap anak anak indonesia tumbuh sehat cerdas bebas stunting gizi baik lahir generasi kuat
2025-10-02 20:12:10+00:00,super salut! SPPG Polri kerja maksimal buat pastikan MBG tercapai,1,super salut sppg polri kerja maksimal buat pasti mbg capai
2025-12-01 04:44:16+00:00,lanjutkan Program MBG yang merupakan investasi penting bagi anak-anak Indonesia. ,1,lanjut program mbg rupa investasi penting anak anak indonesia
2025-12-01 04:44:16+00:00,saya mendukung penuh program mbg,1,dukung penuh program mbg
2025-07-19 07:02:31+00:00,jangan lupa bahaya program makan bergizi gratis,0,jangan lupa bahaya program makan gizi gratis
2025-12-01 04:44:16+00:00,Dari pesisir hingga pegunungan MBG hadir membawa harapan baru untuk anak-anak di daerah Tertinggal Terdepan dan Terluar (3T). ini komitmen nyata agar tidak ada anak Indonesia yang tertinggal karena kurang gizi. ï¸ #LanjutkanMBG ,1,pesisir hingga gunung mbg hadir bawa harap baru anak anak daerah tinggal depan luar komitmen nyata tidak anak indonesia tinggal kurang gizi
2025-10-27 04:41:51+00:00,Makan bergizi hari ini pemimpin masa depan lahir esok hari. Program Makan Bergizi Gratis adalah langkah nyata membangun sumber daya manusia unggul! Baca di sini  #BangunNegriBersamPemuda,1,makan gizi hari pimpin masa depan lahir esok hari program makan gizi gratis langkah nyata bangun sumber daya manusia unggul baca sini
2025-10-27 05:02:00+00:00,Pelaksanaan program Makan Bergizi Gratis selain menumbuhkan semangat dan kebahagiaan anak anak ternyata terbukti mampu menyerap tenaga kerja hasil pertanian serta peternakan masyarakat. Maka #LanjutkanMBG adalah harapan Indonesia. Salsa Erwina Senin Barca Madrid #Gaza Yamal,1,laksana program makan gizi gratis tumbuh semangat bahagia anak anak nyata bukti mampu serap tenaga kerja hasil tani terna masyarakat harap indonesia salsa erwina senin barca madrid yamal
2025-10-27 04:56:37+00:00,Generasi sehat adalah pondasi negeri kuat. Program makan bergizi gratis menjadi langkah nyata menuju Indonesia Emas 2045. Mari bersama pemuda kita wujudkan bangsa yang sehat dan kuat! ð®ð© #BangunNegriBersamPemuda,1,generasi sehat pondasi negeri kuat program makan gizi gratis jadi langkah nyata tuju indonesia emas sama pemuda wujud bangsa sehat kuat
2025-10-02 15:25:57+00:00,"stop mbg, stop keracunan massal",0,stop mbg stop racun massal
2025-10-05 14:47:04+00:00,Di balik manfaat utama untuk memenuhi kebutuhan gizi program makan bergizi gratis (MBG) juga menyimpan potensi berkah dari limbah makanan yang mungkin banyak orang hanya melihatnya sekadar sampah yang harus dibuang.,1,balik manfaat utama penuh butuh gizi program makan gizi gratis mbg simpan potensi berkah limbah makan mungkin banyak orang lihat sekadar sampah buang
2025-10-22 15:00:48+00:00,Tapi.. tapi...Makan Siang Gratis jauhh lebih penting karena bangun sekolah di pelosok tidak menciptakan lapangan kerja dan cuan bagi pengurus yayasan anggota keluarga DPR/D. eksekutif dan pengurus partai,1,makan siang gratis jauhh lebih penting bangun sekolah pelosok tidak cipta lapang kerja cuan urus yayasan anggota keluarga dpr eksekutif urus partai
2025-10-05 22:58:52+00:00,Program Makan Bergizi Gratis (MBG) bukan cuma soal makan tapi juga soal menggerakkan ekonomi lokal. Lewat SPPG banyak UMKM petani dan dapur warga ikut merasakan manfaatnya. Yang kurang akan terus dievaluasi tapi semangatnya tetap : anak sehat ekonomi rakyat kuat. ,1,program makan gizi gratis mbg bukan soal makan soal gerak ekonomi lokal lewat sppg banyak umkm tani dapur warga ikut rasa manfaat kurang terus evaluasi semangat tetap anak sehat ekonomi rakyat kuat
2025-07-19 07:02:31+00:00,Sebanyak lima siswa SMP Negeri 1 Tawangmangu harus dirujuk ke RSUD Karanganyar setelah mengalami gejala dehidrasi berat akibat diduga keracunan makanan program Makan Bergizi Gratis (MBG). Sebelumnya total 63 siswa dari dua sekolah yakni SD Negeri 3 Ngeblak dan SMP Negeri 1. parahh parah,0,banyak lima siswa smp negeri tawangmangu rujuk rsud karanganyar alami gejala dehidrasi berat akibat duga racun makan program makan gizi gratis mbg belum total siswa sekolah negeri ngeblak smp negeri parahh parah
2025-10-02 23:22:18+00:00,Setelah banyak korban anak yg keracunan akhir'nya Deddy Corbuzier klarifikasi dan minta maaf pernah ngomelin anak yang kritik MBG,0,banyak korban anak racun akhir deddy corbuzier klarifikasi minta maaf pernah ngomelin anak kritik mbg
2025-10-27 05:15:27+00:00,Gizi yang baik buat generasi yang kebh baik kuat dan sehat #BangunNegriBersamPemuda Program Makan Bergizi Gratis Adalah Investasi Masa Depan Generasi Emas 2045 di InfoPublik:,1,gizi baik buat generasi kebh baik kuat sehat program makan gizi gratis investasi masa depan generasi emas infopublik
2025-12-01 04:44:16+00:00,medsos penuh dengan buzzer MBG pemerintah kekeh banget lanjutin program bermasalah ini,0,medsos penuh buzzer mbg perintah kekeh sangat lanjutin program masalah
2025-10-27 07:04:18+00:00,Action speak louder than words! Seneng banget lihat Pak Prabowo langsung touch down di sektor pendidikan gizi dan kesehatan. bukti nyata makan bergizi gratis beliau serius banget membangun fondasi buat kemajuan negara.  #BangunNegriBersamPemuda,1,action speak louder than words senang sangat lihat pak prabowo langsung touch down sektor didik gizi sehat bukti nyata makan gizi gratis beliau serius sangat bangun fondasi buat maju negara
2025-10-05 23:55:28+00:00,tiap ada masalah dikit langsung: INI SEMUA SALAH MBG!! Padahal yang gosong tuh minyaknya bukan programnya Ntar kalo ditinggal doi juga bilang efek samping MBG kali ya Logikanya simple: Kalau ada kecelakaan pesawat masa semua penerbangan disetop? Yang,1,tiap masalah dikit langsung semua salah mbg padahal gosong tuh minyak bukan program tinggal doi bilang efek samping mbg kali logika simple celaka pesawat masa semua terbang setop
2025-10-09 13:17:40+00:00,MBG membuka akses gizi untuk anak anak di daerah 3T agar tidak ada lagi kesenjangan gizi dan kesempatan #LanjutkanMBG #TimnasDay ,1,mbg buka akses gizi anak anak daerah tidak senjang gizi sempat
2025-12-01 04:44:16+00:00,daripada makan mbg mending makan nasi garem,0,makan mbg mending makan nasi garem
2025-10-05 06:09:44+00:00,Keceriaan anak-anak terpancar saat jam makan tiba. Dengan hadirnya program Makan Bergizi Gratis (MBG) suasana di sekolah jadi penuh tawa &amp; semangat. Ada yang lahap bgt makannya bahkan sampai nambah karena enaknya menu hari ini Terima kasih MBG perut kenyang hati senang!,1,ceria anak anak pancar jam makan tiba hadir program makan gizi gratis mbg suasana sekolah jadi penuh tawa amp semangat lahap makan bahkan nambah enak menu hari terima kasih mbg perut kenyang hati senang
2025-12-01 04:44:16+00:00,muak liat kasus- kasus MBG,0,muak liat kasus kasus mbg
2025-10-09 23:11:44+00:00,Program Makan Bergizi Gratis (MBG) bukan cuma soal makan tapi soal masa depan. Lewat anak-anak yang sehat dan cerdas Indonesia bisa melangkah menuju Indonesia Emas 2045. Presiden Prabowo juga tekankan pentingnya kehati-hatian biar program ini jalan aman dan tepat sasaran.,1,program makan gizi gratis mbg bukan soal makan soal masa depan lewat anak anak sehat cerdas indonesia lang tuju indonesia emas presiden prabowo tekan penting hati hati program jalan aman tepat sasar
2025-07-19 07:02:31+00:00,Program Makan Bergizi Gratis dihentikan aja pak @prabowo,0,program makan gizi gratis henti pak
2025-10-05 22:36:35+00:00,Good Morning Good People Pada kenyataan nya di banyak tempat menu MBG ini selalu dinanti adik2 siswa dengan suka cita cuman yang seperti ini tentu kurang menarik buat Tempo memberitakan nya karena ga ada kontroversi nya ga ada ribut2 nya dimana itu sumber penghasolan mereka,1,bagus morning bagus people nyata banyak tempat menu mbg selalu nanti siswa suka cita cuman kurang tarik buat tempo berita tidak kontroversi tidak sumber penghasolan
2025-10-27 04:01:31+00:00,Program Makan Bergizi Gratis (MBG) bukan sekadar soal makanan tapi investasi masa depan bangsa! Dengan gizi seimbang anak-anak tumbuh sehat cerdas dan siap memutus rantai stunting lintas generasi.,1,program makan gizi gratis mbg bukan sekadar soal makan investasi masa depan bangsa gizi imbang anak anak tumbuh sehat cerdas siap putus rantai stunting lintas generasi
2025-10-05 22:00:00+00:00,Mensesneg Buka Suara soal Perpres Tata Kelola MBG: Minggu Ini Harus Selesai,1,mensesneg buka suara soal pres tata kelola mbg minggu selesai
2025-10-27 06:25:02+00:00,makan bergizi gratis semoga menjadi program yang sukses membantu orang tua dalam memenuhi asupan gizi harian anak anak #BangunNegriBersamPemuda,1,makan gizi gratis moga jadi program sukses bantu orang tua penuh asupan gizi hari anak anak
2025-07-19 07:02:31+00:00,makan bergizi gratis proyek gagal yang tujuannya dari awal buat bagi bagi kue oligarki,0,makan gizi gratis proyek gagal tuju awal buat kue oligarki
2025-12-01 04:44:16+00:00,di Jawa Tengah udah 2.700 Siswa Keracunan Akibat Program MBG,0,jawa tengah siswa racun akibat program mbg
2025-10-05 15:43:07+00:00,@nbayu5934 @regar_op0sisi Ide solusimu menarik: hentikan MBG dan alihkan dana ke pendidikan gratis serahkan stunting ke Kemenkes serta kelaparan ke Kemensos dan pemda. Dari data (sumber: ICW Ombudsman CNN) MBG rawan korupsi (potensi Rp8T+ bocor) &amp; ker,0,ide solusi tarik henti mbg alih dana didik gratis serah stunting kemenkes lapar kemensos pemda data sumber icw ombudsman cnn mbg rawan korupsi potensi bocor amp ker
2025-12-01 04:44:16+00:00,"tiap hari ada aja kasus keracunan mbg , tp tetep belum di stop juga hadeuhhhh",0,tiap hari kasus racun mbg tetep belum stop hadeuhh
2025-07-19 07:02:31+00:00,Harga satu porsi menu Makan Bergizi Gratis (MBG) bahkan ada yang hanya sebesar Rp6 ribu. Mending gausah deh,0,harga satu porsi menu makan gizi gratis mbg bahkan besar ribu mending gausah
2025-10-04 04:28:18+00:00,Siswa keracunan setelah mengonsumsi makan bergizi gratis atau MBG di Jakarta sudah terjadi pada 10 lokasi. Sebanyak 60-an siswa terdampak. ,0,siswa racun konsumsi makan gizi gratis mbg jakarta jadi lokasi banyak siswa dampak
2025-10-27 04:52:32+00:00,Program Makan Bergizi Gratis sangat membantu masyarakat karena sebagai Investasi Masa Depan Generasi Emas 2045 #BangunNegriBersamPemuda,1,program makan gizi gratis sangat bantu masyarakat investasi masa depan generasi emas
2025-12-01 04:44:16+00:00,"serem banget jadi anak sekolah sekarang, diracunin negara sendiri pake mbg",0,rem sangat jadi anak sekolah sekarang diracunin negara sendiri pake mbg
2025-10-09 23:38:56+00:00,Respon penerima manfaat MBG pun positif Sekarang anak-anak berangkat sekolah lebih semangat Program MBG membuktikan bahwa pemerataan gizi adalah kunci pemerataan masa depan. Bukan hanya tentang makan siang tapi tentang membangun generasi Indonesia sehat cerdas dan mandiri,1,respon terima manfaat mbg positif sekarang anak anak berangkat sekolah lebih semangat program mbg bukti perata gizi kunci perata masa depan bukan makan siang bangun generasi indonesia sehat cerdas mandiri
2025-07-19 07:02:31+00:00,"program makan bergizi gratis menjadi jalan Indonesia menuju negara maju, salutt!",1,program makan gizi gratis jadi jalan indonesia tuju negara maju salutt
2025-10-09 23:35:22+00:00,Melalui MBG masa depan Indonesia disiapkan lewat anak-anak yang sehat cerdas dan berakhlak baik.,1,lalu mbg masa depan indonesia siap lewat anak anak sehat cerdas akhlak baik
2025-10-05 23:52:20+00:00,Bukan cuma meningkatkan gizi anak-anak MBG juga meningkatkan keceriaan dan kebahagiaan anak-anak,1,bukan tingkat gizi anak anak mbg tingkat ceria bahagia anak anak
2025-10-31 04:50:57+00:00,Prabowo Subianto addresses Polri involvement in MBG: Kalau kau berangkat ke Barat mungkin mereka juga merasa aneh 'kok polisi urusin jagung?' Oh masa polisi kok buka dapur?' Ya ini Indonesia bung. (,0,prabowo subianto addresses polri involvement mbg kau berangkat barat mungkin rasa aneh polisi urusin jagung masa polisi buka dapur indonesia bung
2025-10-05 23:40:22+00:00,mbg segede gaban gitu anggaran perhari sampe triliunan masih ga keserap anj mang kurang ajar,0,mbg gede gaban anggar hari sampe triliun tidak serap anj mang kurang ajar
2025-10-05 23:55:15+00:00,MBG ibarat pepatah tak kenal maka tak sayang . Perbaikan di perlukan tap jangan sampai ditiadakan,1,mbg ibarat pepatah tak kenal tak sayang baik perlu tap jangan tiada
2025-10-05 22:07:19+00:00,Presiden @prabowo disebut telah menginstruksikan setiap dapur umum MBG diistilahkan sbg Satuan Pelayanan Pemenuhan Gizi/SPPG utk memiliki alatÂrapid test sehingga bisa menguji paket makanan sebelum didistribusikan Gue dukung banget pak,1,presiden sebut instruksi dapur umum mbg istilah sbg satu layan penuh gizi sppg utk milik alat rapid test uji paket makan distribusi dukung sangat pak
2025-10-09 22:51:50+00:00,program MBG sudah dipikirkan secara matang terbukti dari persiapan bahan pangannya yang sudah disiapkan sejak dini,1,program mbg pikir matang bukti siap bahan pangan siap sejak dini
2025-10-26 02:26:09+00:00,Makanan bergizi adalah langkah awal menuju generasi yang sehat cerdas dan berdaya saing. Mari bersama dukung program makan bergizi gratis agar setiap anak Indonesia mendapatkan kesempatan tumbuh optimal dan meraih masa depan yang lebih baik.,1,makan gizi langkah awal tuju generasi sehat cerdas daya saing sama dukung program makan gizi gratis anak indonesia dapat sempat tumbuh optimal raih masa depan lebih baik
2025-12-01 04:44:16+00:00,"mbg ini banyak banget masalahnya, itupun masalah yg keliatan belum lagi di internalnya",1,mbg banyak sangat masalah itu masalah liat belum internal
2025-07-19 07:02:31+00:00,makan bergizi gratis esktra racun pembunuh massal,0,makan gizi gratis esktra racun bunuh massal
2025-10-27 04:53:29+00:00,Sekolah rakyat makan bergizi gratis dan cek kesehatan gratis adalah pondasi bagi lahirnya generasi unggul Indonesia.  #BangunNegriBersamPemuda,1,sekolah rakyat makan gizi gratis cek sehat gratis pondasi lahir generasi unggul indonesia
2025-12-01 04:44:16+00:00,mbg yang katanya program unggulan nyatanya bikin nyawa anak anak jadi taruhan,0,mbg kata program unggul nyata bikin nyawa anak anak jadi taruh
2025-07-19 07:02:31+00:00,Kasus keracunan makan bergizi gratis (MBG) menyerang ribuan siswa di berbagai daerah nih. Semoga ada diskusi pemberhentian program #MBG #KesehatanAnak,0,kasus racun makan gizi gratis mbg serang ribu siswa bagai daerah moga diskusi henti program
2025-07-19 07:02:31+00:00,sumpah terusik bgt dg program makan bergizi gratis yg membuat 7000 anak Indonesia keracunan,0,sumpah usik program makan gizi gratis buat anak indonesia racun
2025-12-01 04:44:16+00:00,MBG motong dana sana sini tapi hasilnya nihil dan justru bermasalah,0,mbg motong dana sana sini hasil nihil justru masalah
2025-07-19 07:02:31+00:00,anak saya suka Program Makan Bergizi Gratis,1,anak suka program makan gizi gratis
2025-10-09 15:28:07+00:00,mbg ndasmu,0,mbg ndasmu
2025-10-02 23:28:53+00:00,Kapal2 Global Sumud berjuang untuk kemanusiaan memberikan bantuan khususnya anak2 &amp; bayi2 di Gaza. Meanwhile di Konoha sibuk dngn MBG untuk anak2 yg menunya banyak yg mubazir kebuang. Ironi!,0,global sumud juang manusia beri bantu khusus amp gaza meanwhile konoha sibuk dngn mbg menu banyak mubazir buang ironi
2025-08-05 00:21:25+00:00,dukung mbg untuk kesejahteraan ekonomi dan perbaikan gizi!!!!,1,dukung mbg sejahtera ekonomi baik gizi
2025-07-19 12:23:57+00:00,Mari Kita Dukung Program Makan Bergizi Gratis,1,dukung program makan gizi gratis
2025-12-01 04:44:16+00:00,"keracunan mbg udah banyak terjadi, ayolah mending si stop aja",0,racun mbg banyak jadi ayo mending stop
2025-12-01 04:44:16+00:00,Prabowo belum tahu kalau pelaksanaan MBG banyak minus dan mubazirnya,0,prabowo belum tahu laksana mbg banyak minus mubazir
2025-12-01 04:44:16+00:00,dana mbg alihkan aja buat kesehatan atau pendidikan,0,dana mbg alih buat sehat didik
2025-10-05 14:39:24+00:00,Makan Bergizi Gratis Itu Tidak Gratis. Sebab bila kata dan bahasa telah dipalsukan dari makna sebenarnya maka indikasinya ada niat memonopoli kebijakan untuk kepentingan kekuasaan kelompok tertentu.,0,makan gizi gratis tidak gratis bila kata bahasa palsu makna benar indikasi niat monopoli bijak penting kuasa kelompok tentu
2025-10-27 04:30:18+00:00,Program Makan Bergizi Gratis (MBG) bukan cuma soal gizi tapi juga peluang ekonomi. Permintaan kedelai bisa naik sampai 20% gara-gara konsumsi tempe dan tahu yang meningkat. Petani dan produsen lokal bisa makin cuan kalau ini dijalankan serius. Senin Pagii,1,program makan gizi gratis mbg bukan soal gizi peluang ekonomi minta kedelai naik gara gara konsumsi tempe tahu tingkat tani produsen lokal makin cuan jalan serius senin pagi
2025-07-19 07:02:31+00:00,"Ada Ulat di Menu Makan Bergizi Gratis, dikira burung apa yak, mending makan masakan kantin dah",0,ulat menu makan gizi gratis kira burung apa yak mending makan masakan kantin
2025-10-09 14:49:29+00:00,Generasi kita butuh contoh nyata bukan janji palsu program MBG ini bukti negara hadir buat rakyat kecil ayo kawal bareng2 biar integritas lebih berat dari godaan uang #LanjutkanMBG,1,generasi butuh contoh nyata bukan janji palsu program mbg bukti negara hadir buat rakyat kecil ayo kawal integritas lebih berat goda uang
2025-10-27 05:11:59+00:00,Makan gratis untuk anak2 tdk mampu dan memberikan gizi yg baik untuk generasi sehat dan kuat #BangunNegriBersamPemuda,1,makan gratis tidak mampu beri gizi baik generasi sehat kuat
2025-10-05 22:05:38+00:00,Mereka mungkin belum memahami hakekat gizi seimbang untuk pertumbuhan fisik dan otak serta menambah konsentrasi belajar tetapi satu hal yang pasti adalah MBG membawa kebahagiaan untuk siswa-siswa di manapun di seluruh pelosok negeri ini. Tegakah kita merampas kebahagiaan itu?,1,mungkin belum paham hakekat gizi imbang tumbuh fisik otak tambah konsentrasi ajar satu mbg bawa bahagia siswa siswa mana seluruh pelosok negeri tega rampas bahagia
2025-10-02 16:46:48+00:00,keren SPPG MBG bakal pasti top markotop kayak Polri,1,keren sppg mbg bakal bagus markotop polri
2025-12-01 04:44:16+00:00,mbg harus dilanjutkan untuk menjangkau anak anak kurang mampu diluar sana,1,mbg lanjut jangkau anak anak kurang mampu luar sana
2025-07-19 07:02:31+00:00,makan bergizi gratis tapi ngga ada gizinya sama sekali,0,makan gizi gratis tidak gizi sama sekali
2025-12-01 04:44:16+00:00,mending mbg stop aja dah,0,mending mbg stop
